"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","17210912","Rb1cc1","12421","RB1-inducible coiled-coil 1",0.244059153676378,5.5089601857546,1.45219723271212,0.164631606121098,0.269810303688625,-5.83850139323987
"2","17211000","Rrs1","59014","ribosome biogenesis regulator 1",-1.14619113481273,5.33267960343973,-6.91059129083722,2.50393566471393e-06,0.000117034598382668,4.9047256636074
"3","17211004","Adhfe1","76187","alcohol dehydrogenase, iron containing, 1",-1.25992901250249,3.73952239548787,-4.32099877867725,0.000462346072002178,0.00387943321759811,-0.309238833942459
"4","17211043","Sgk3","170755","serum/glucocorticoid regulated kinase 3",0.72965936711948,6.31386795687165,3.89698958180239,0.00115688909449388,0.00716744836102672,-1.21592479031132
"5","17211090","Cspp1","211660","centrosome and spindle pole associated protein 1",0.585672654865792,4.09480074229215,4.22833500853397,0.000564551100029076,0.00441543817268172,-0.507185059230369
"6","17211131","Prex2","109294","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2",0.964713059744696,2.61978609507208,2.89884223976599,0.00997765882600857,0.033062032094368,-3.30988554670241
"7","17211243","Terf1","21749","telomeric repeat binding factor 1",0.307440337241104,4.81212610294576,2.1119365697762,0.0497755211978057,0.109634245402961,-4.80679721012818
"8","17211258","Rdh10","98711","retinol dehydrogenase 10 (all-trans)",0.666543480403391,2.87844823964581,3.47685994482174,0.00288080452904658,0.0133220396900089,-2.11031984492036
"9","17211280","Tmem70","70397","transmembrane protein 70",-0.131385101446267,4.81042054956912,-0.600726692614815,0.555937576232684,0.661888318602943,-6.69232735414177
"10","17211286","Ly96","17087","lymphocyte antigen 96",0.303418510931715,6.42725258254493,0.724450632476281,0.478629877586927,0.593782429461583,-6.60863340444373
"11","17211369","Il17a","16171","interleukin 17A",0.0237841147716273,3.56837637335743,0.0686030294591833,0.946105095661158,0.967915920100068,-6.87692074451424
"12","17211416","Khdc1a","368204","KH domain containing 1A",0.123447977892251,1.28132433737782,0.551633341487974,0.588369288318623,0.68941510701248,-6.72139128166238
"13","17211587","Dst","13518","dystonin",0.0259184543724835,7.48792379071234,0.109661757450021,0.913960173920296,0.945997106862052,-6.873088169758
"14","17211790","Hs6st1","50785","heparan sulfate 6-O-sulfotransferase 1",0.0101525179578603,6.51881769966636,0.0267476389760745,0.978972116461927,0.985953460392522,-6.87901119774707
"15","17211795","Arid5a","214855","AT rich interactive domain 5A (MRF1-like)",-0.0363339629963555,4.35399688612903,-0.129878380489881,0.898185176741424,0.935017792156015,-6.87055333402181
"16","17211822","Cnnm4","94220","cyclin M4",0.384802116006728,5.23189123149004,2.07946808084008,0.0530025567428347,0.114842067792522,-4.86331700225372
"17","17211832","Cnnm3","94218","cyclin M3",0.933506098833569,4.15721425828246,6.90895701413716,2.51151328825492e-06,0.000117034598382668,4.90170406034772
"18","17211867","Zap70","22637","zeta-chain (TCR) associated protein kinase",-0.0584453304615149,2.65032356189052,-0.21490150090683,0.832397864641586,0.887663867402589,-6.85522474143149
"19","17211939","Inpp4a","269180","inositol polyphosphate-4-phosphatase, type I",0.701821487779107,5.86297344543124,2.90020085856669,0.00994896075170356,0.033039114487934,-3.30713677174988
"20","17212174","Il1r2","16178","interleukin 1 receptor, type II",-0.0484086497573895,4.48575491073336,-0.0847576477509519,0.933443014481943,0.959385331919938,-6.87562328839997
"21","17212185","Il1r1","16177","interleukin 1 receptor, type I",0.782002903218732,2.90597567216395,3.58288315008456,0.00228873368961621,0.0114265029454089,-1.88563960854597
"22","17212199","Il1rl2","107527","interleukin 1 receptor-like 2",0.966294467391282,5.78156506786379,3.88696575836631,0.001182339342706,0.00730952619306725,-1.23735533335863
"23","17212229","Il18r1","16182","interleukin 18 receptor 1",0.0273831922998942,2.17853982430863,0.109481899535903,0.914100692976868,0.945997106862052,-6.87310880379706
"24","17212252","Il18rap","16174","interleukin 18 receptor accessory protein",-0.392319715963072,2.36232814257205,-1.22081350515649,0.238799218447494,0.356680657621276,-6.13124217745102
"25","17212269","Slc9a4","110895","solute carrier family 9 (sodium/hydrogen exchanger), member 4",-0.165764590755904,7.06404364113178,-0.875131455498984,0.39368419073947,0.515082329486824,-6.48702201622872
"26","17212286","Slc9a2","226999","solute carrier family 9 (sodium/hydrogen exchanger), member 2",1.25931497024115,4.31413171930143,4.52493417545505,0.000298497665709984,0.00290308362868266,0.125258636873301
"27","17212406","Bivm","246229","basic, immunoglobulin-like variable motif containing",0.723856993327905,3.70187385497491,3.11137137178963,0.00634069981237071,0.0236679953744006,-2.87516796976788
"28","17212423","Ercc5","22592","excision repair cross-complementing rodent repair deficiency, complementation group 5",0.675269489415937,4.13597492612496,3.65373454516945,0.0019623053482269,0.010327045459723,-1.73501722670099
"29","17212719","Cavin2","20324","caveolae associated 2",0.822573324046895,3.14224864423931,2.26362082620189,0.0369529100583451,0.0873657790684867,-4.53624940813849
"30","17212724","Stat4","20849","signal transducer and activator of transcription 4",0.608716480284047,3.52980087695413,1.01422579585478,0.324676129447611,0.446746598879337,-6.35630905834702
"31","17212750","Stat1","20846","signal transducer and activator of transcription 1",0.710183594298478,7.5805254745565,4.28942810794356,0.000494872626502436,0.00403921240514454,-0.376651142629909
"32","17212792","Hibch","227095","3-hydroxyisobutyryl-Coenzyme A hydrolase",0.727990736577963,2.36753352502719,3.70594531524907,0.00175188648606765,0.00959374034554963,-1.62382313508124
"33","17212821","Ormdl1","227102","ORM1-like 1 (S. cerevisiae)",0.399163210112847,3.41422715148435,1.38660781939412,0.183455793795592,0.293010839943853,-5.92561110602632
"34","17212882","Hspe1","15528","heat shock protein 1 (chaperonin 10)",0.198729253344765,4.38243466253273,0.867254497565572,0.397864507854318,0.518626254689996,-6.49390205401474
"35","17212908","Plcl1","227120","phospholipase C-like 1",0.58692658760799,1.60509718552881,3.21839368348257,0.00503758232395519,0.0199847163847872,-2.65311845618588
"36","17212931","1700066M21Rik","73467","RIKEN cDNA 1700066M21 gene",0.412903164875662,3.60876242553987,2.40082442981532,0.0280639980359934,0.0708817083615668,-4.28304478612434
"37","17213185","Cbx3","12417","chromobox 3",0.388576769366972,5.69941917064514,1.99023696141146,0.0628737706472916,0.130344609713281,-5.01594201635223
"38","17213189","Gm20257","100504501","caspase 8 pseudogene",-0.386937395520198,1.74038774235497,-1.07469999354078,0.297508340976687,0.419579206871782,-6.29415916514128
"39","17213192","Cflar","12633","CASP8 and FADD-like apoptosis regulator",-2.3316132423697,6.81214965479514,-14.6851166886462,4.25458091077106e-11,8.49639807880982e-08,15.572216590324
"40","17213226","Stradb","227154","STE20-related kinase adaptor beta",0.55304917872148,2.75036101101797,3.7340478613767,0.00164812313704177,0.00921059169828635,-1.56391254358405
"41","17213265","Fzd7","14369","frizzled class receptor 7",0.0762335019395488,6.26363678627359,0.467060757696402,0.646379560541765,0.738737113164005,-6.76583658369593
"42","17213295","Nop58","55989","NOP58 ribonucleoprotein",-0.631888630171879,6.42425984368743,-2.58984190507208,0.019063334128138,0.0531944269965883,-3.92267554869255
"43","17213313","Snord70","100217459","small nucleolar RNA, C/D box 70",0.769774739826654,3.14812968514371,2.03431615915653,0.0578068036342755,0.122852274059221,-4.94105196633457
"44","17213319","Snord11","100217421","small nucleolar RNA, C/D box 11",-0.184159198351842,4.21711733482071,-0.787414462626185,0.441866781534322,0.560140475702946,-6.5604026905682
